TotalPop,Hispanic,White,Black,Asian,Income,Poverty,WorkAtHome,Employed,SelfEmployed,FamilyWork,Unemployment,State_frequency
2067.9338,6.922271,86.51727,3.6175845,2.0188794,104538.734,6.263304,8.753912,1039.4014,6.43197,-0.010016563,7.731525,12.270503
4625.3853,52.581135,39.02651,4.7265544,1.0443597,37957.09,26.401035,1.1802465,1621.8444,2.9682543,8.34E-06,10.726208,12.959797
2303.6414,17.767664,73.8112,3.4749482,0.81134033,35450.703,12.740316,0.397915,1102.9735,0.079359084,-0.005852523,1.6378975,12.335559
2301.7366,17.52588,73.754326,3.4794343,0.8170576,35417.22,12.655854,0.4047953,1098.6487,0.058854606,-0.005595076,1.64991,12.333386
3293.1545,10.172232,76.80361,-0.44326463,10.62094,122185.03,3.7309432,7.130927,1569.5908,6.4134917,-0.017160194,2.1097465,13.004125
2353.619,7.250827,86.679115,4.40581,1.392992,48371.246,11.849895,0.86994517,1015.1417,4.9267344,0.001984146,2.0645285,12.008762
2350.1433,6.921461,86.988976,4.443339,1.4140956,48253.094,11.719476,0.76583517,1003.18616,4.919517,-0.004648226,1.9207516,12.021019
3029.7344,9.33858,78.3243,1.5739664,8.0995455,114804.98,5.0564513,7.392836,1437.6274,6.486274,-0.002436074,3.8382423,12.705877
2610.5962,2.0840185,88.04594,6.828696,-0.06662728,65893.68,8.601434,5.582922,1252.2969,3.6402376,-0.007087532,5.567337,11.608994
2368.4255,6.867977,86.92357,4.512549,1.4244831,48053.72,11.697347,0.73258173,1012.12976,4.8896055,-0.006174731,1.8690329,12.025615
2643.1882,3.030214,86.76079,6.628821,0.23716138,69192.2,8.855767,5.864883,1272.543,4.020143,0.001593676,5.919539,11.637839
2638.0784,2.1022232,87.343376,6.95281,-0.002656715,65957.35,8.789822,5.559927,1264.8961,3.6825342,-0.000801775,5.532431,11.59955
4669.413,52.063377,39.223503,4.7491097,1.0957685,38507.58,26.144602,1.1774362,1627.3124,2.9873004,0.003905636,10.514873,12.936243
2448.9783,7.939638,83.73555,2.3705914,4.6137166,110622.836,5.3470054,8.229192,1187.7124,6.403894,-0.013329747,5.9435015,12.486916
2627.5874,2.2726686,87.723854,6.9598737,0.017947419,65591.05,8.796343,5.533094,1265.1627,3.6479533,-0.002518776,5.549795,11.611088
2624.3496,7.3571844,83.01505,6.3743906,0.19733356,56801.89,10.252993,3.995582,1250.5271,2.5267456,0.002596942,4.4713826,11.810819
2681.2007,2.4757125,86.94634,6.9362545,0.028835995,65558.39,8.883045,5.5234995,1285.2369,3.728012,-0.002059343,5.629561,11.588975
2623.046,2.3440835,87.40816,6.9323277,-0.082016245,65751.62,8.843837,5.541408,1263.047,3.668321,-0.006577971,5.5672593,11.605168
2175.184,7.1767206,85.5996,3.955251,2.092006,102635.27,6.6098323,8.557428,1075.685,6.4065623,-0.002253267,7.668453,12.21861
2666.4104,2.7772653,86.881485,7.1176167,-0.013160961,65722.35,8.888775,5.5442386,1283.394,3.7367232,-0.001096341,5.6166363,11.586815
2244.3838,6.2332163,88.09298,4.34108,1.2262108,48372.184,11.586317,0.763414,962.1483,4.896708,-0.004486042,1.7958131,12.05156
2293.2231,17.847284,73.83479,3.458752,0.7571299,35345.89,12.718933,0.40895522,1100.2773,0.072229415,-0.006442907,1.6929421,12.332022
2281.4438,16.98325,74.51973,3.454879,0.91022277,36039.836,12.5492525,0.41463864,1097.5186,0.17323402,-0.002588111,1.6195941,12.318657
3287.186,10.052873,76.941376,0.086899124,10.457768,121548.06,3.97718,7.1306486,1570.9662,6.440544,-0.012366134,2.273056,12.952266
2276.3384,17.43051,74.10871,3.380092,0.8303983,35504.098,12.699997,0.3776375,1091.8231,0.07556918,-0.005440909,1.6020198,12.338446
2147.4512,6.820966,86.013374,3.1504052,2.7200754,106946.984,5.9373536,8.683897,1067.0208,6.501774,-0.011603403,7.231404,12.345829
4417.112,46.216152,45.111267,4.90706,1.2410531,39622.02,24.49019,1.2795473,1612.4288,2.95633,0.017924486,9.675493,12.773717
2294.9873,18.262785,73.33403,3.585893,0.7366388,34370.31,12.882606,0.32030404,1089.4388,-0.11102912,-0.005481723,1.5842013,12.365238
2128.255,6.962204,85.973206,3.7799494,1.969765,103318.305,6.439448,8.639247,1054.5618,6.425518,-0.005457836,7.701427,12.234725
2342.5505,12.717772,79.84565,4.1393895,1.0961962,42096.945,12.414388,0.6662718,1049.147,2.4799047,-0.000410977,1.823751,12.180334
2580.1702,3.7154539,86.265,6.2011323,0.5996001,73378.36,8.532003,6.1646194,1250.545,4.3125777,0.000199554,6.0838027,11.707869
2592.4246,6.735609,84.0577,6.1303053,0.06756662,56677.63,10.061841,4.104888,1213.1139,2.5506442,0.007106629,4.4980297,11.807436
3273.8462,10.336941,76.62237,-0.6092288,10.69098,122680.47,3.6697612,7.100008,1568.0243,6.460119,-0.021886857,2.0203977,13.033396
3295.722,9.741693,77.20394,0.41335806,10.309781,120996.59,4.0373244,7.1383333,1561.6128,6.4428596,-0.002775836,2.5042686,12.90616
3288.8699,10.166294,76.74455,-0.13549869,10.519986,121348.1,3.9124026,7.0751343,1568.9552,6.4544272,-0.014686215,2.2764654,12.970198
2141.2698,7.129072,85.67665,3.9332707,2.047895,103080.664,6.532862,8.5933895,1056.0303,6.3948674,-0.005117792,7.6840906,12.226329
3280.0674,10.014454,76.83936,0.37415537,10.303844,120703.88,4.1641726,7.114869,1569.6842,6.4496255,-0.007168519,2.361918,12.92818
4657.635,53.33657,38.1584,4.5823045,0.96354437,37718.543,26.569456,1.116587,1617.4463,2.9085803,0.000328568,10.789264,12.992036
4630.5557,53.112133,38.122887,4.562674,1.0145242,37781.945,26.367872,1.1585084,1627.0433,2.935565,0.004430768,10.651244,12.963674
2162.4636,7.1043034,85.502716,3.9684927,2.11967,102824.516,6.5813365,8.575212,1066.8666,6.3902783,-0.002541172,7.686449,12.214715
2353.5132,16.10749,75.664185,3.8746197,1.0182769,38137.59,12.6651,0.6058322,1124.4678,0.8529978,0.005332512,1.8653321,12.271075
2188.6738,7.3869867,85.4367,3.9961178,2.2335496,102682.37,6.7031198,8.550517,1082.3956,6.408568,-0.001758787,7.6756945,12.216595
3292.7546,10.17425,77.0088,-0.06530634,10.548554,122353.664,3.8260636,7.1608295,1559.1909,6.464352,-0.011380392,2.2237973,12.973056
3206.57,9.287753,77.87266,-0.1637141,10.577967,123990.984,3.4266114,7.256606,1523.9585,6.400118,-0.012158054,2.1416898,13.012836
2308.1614,7.0541496,87.24861,4.389012,1.3611622,48416.97,11.666815,0.80727375,991.4773,4.941137,-0.002761084,1.8881102,12.033157
2390.9534,7.3069363,86.284904,4.733504,1.4424155,48997.56,11.855396,0.9470233,1024.3462,4.9491425,0.002924022,2.109344,11.992602
2185.3535,7.323146,85.25757,4.1334147,2.1999273,102683.37,6.767363,8.577042,1077.3517,6.4239745,-0.000639158,7.7072067,12.210882
2299.5588,18.06835,73.542816,3.5243056,0.8120043,35283.773,12.782306,0.38318884,1098.681,0.04149535,-0.004719514,1.6368613,12.346444
3272.9412,10.07696,76.887634,-0.11689917,10.635506,122676.98,3.7598472,7.170106,1550.5468,6.468962,-0.013851034,2.2043762,12.993865
3256.304,9.831937,77.38836,0.04943403,10.515886,122550.7,3.7980542,7.197656,1552.5302,6.419606,-0.014441791,2.2029028,12.977451
2352.2517,7.0586815,86.75661,4.4465823,1.4298835,48588.18,11.813873,0.9034091,1025.8829,4.928692,0.000257549,2.081553,11.990964
2379.5415,6.252143,87.35854,4.7512794,1.1781712,51209.906,11.355035,1.4568316,1034.4159,4.7388997,-0.003133196,2.3967628,11.969824
2122.6743,7.130886,86.10207,3.629512,1.9407802,103889.36,6.390042,8.689378,1045.1143,6.3894362,-0.01092014,7.7064047,12.246564
3258.0823,9.953061,77.082306,-0.17768542,10.585249,122664.21,3.764215,7.145823,1550.4078,6.4658384,-0.013408395,2.117105,13.012176
3281.0073,10.176132,76.399025,0.07801565,10.551094,121552.22,4.038299,7.1521573,1558.5459,6.43497,-0.013215738,2.1915474,12.975736
3317.0107,10.306574,76.43291,0.247063,10.351934,119940.29,4.240683,7.059989,1580.7203,6.4064574,-0.009928825,2.402039,12.920986
2222.968,6.9543247,85.91517,4.4015317,1.9489431,99522.51,6.9388843,8.254841,1110.8015,6.1990557,-0.005200299,7.5482535,12.148223
2630.7249,2.3846214,87.527084,7.0214195,0.017996533,65578.54,8.83483,5.5139885,1263.345,3.6612165,-0.000607985,5.524987,11.603745
2662.4844,2.359515,87.53161,7.00261,0.016597493,65900.55,8.906957,5.560954,1276.0562,3.7030025,-0.002999428,5.59405,11.608681
2099.0305,6.938883,85.846756,3.845256,2.0421617,103823.07,6.385286,8.718414,1042.9503,6.508413,-0.005528453,7.7571206,12.219704
2641.189,2.0973032,87.331696,6.822444,0.0580623,65562.91,8.712235,5.5447326,1283.5311,3.6651626,-0.000544298,5.606451,11.602991
4682.2812,57.3687,34.863903,4.8452115,0.8997469,36476.473,26.237362,1.2012681,1650.1396,2.9286299,-0.014239955,10.725104,12.925873
2637.4165,2.3982112,87.33884,7.0442114,-0.034135595,65730.234,8.761271,5.566862,1272.7443,3.6771,-0.004356715,5.5635943,11.596511
2622.331,2.191284,87.58361,6.9517107,-0.040125623,65938.29,8.741543,5.5678144,1259.8213,3.655371,-0.003650832,5.5509243,11.604706
3287.8604,9.847929,77.007416,0.33121714,10.32289,121042.53,4.054033,7.1340275,1566.1746,6.3990107,-0.009193334,2.3016768,12.926744
2165.4883,7.1620445,85.66007,3.8093874,2.0250638,103063.48,6.51045,8.589629,1067.318,6.4493093,-0.006508949,7.6798763,12.221157
2164.205,6.861869,86.16313,4.1928277,1.9602337,101987.01,6.674584,8.493394,1079.7003,6.300278,-0.006200749,7.5947123,12.200474
2590.7542,1.9616983,88.11668,6.9300385,-0.1289065,65951.19,8.595076,5.603446,1249.2488,3.6042786,-0.006587106,5.517919,11.608643
2091.3447,6.847913,86.14211,3.8595326,1.923898,103663.83,6.3787484,8.734898,1050.2765,6.4255776,-0.005834448,7.786274,12.231162
2650.9458,2.7025077,87.18704,6.9875364,0.024653656,66011.48,8.750288,5.5630627,1270.7295,3.7066913,-0.002016637,5.5423775,11.596778
2584.9617,1.9559925,88.119514,6.695134,0.013284428,67933.586,8.533599,5.8083587,1256.19,3.8089194,-0.005849901,5.69118,11.621414
3264.933,10.077169,77.33093,-0.2530009,10.732399,123692.734,3.6264195,7.2352405,1549.5967,6.475042,-0.019011753,2.109281,13.016867
2647.407,2.2043388,87.547066,6.931759,-0.019890087,65884.6,8.806323,5.567648,1269.8184,3.6874266,-0.003716338,5.589522,11.599213
2312.0928,17.106476,74.62397,3.494981,0.7145674,36373.168,12.612414,0.54108965,1085.522,0.22370437,-0.001577738,1.5973887,12.325268
2095.137,6.744583,86.007866,3.7466662,1.8910561,103974.57,6.42195,8.738473,1047.8378,6.493096,-0.007283199,7.7673793,12.232427
2306.6362,17.771214,73.46805,3.3849194,0.8374846,35495.984,12.831756,0.38043034,1100.6758,0.06623605,-0.003584939,1.616796,12.33495
2633.0935,2.1425598,87.66425,6.909052,-0.06017472,65738.24,8.730246,5.547624,1265.9996,3.6449804,-0.002310279,5.565987,11.611863
2390.5667,7.1610746,86.54253,4.4604897,1.4679582,48567.785,11.787192,0.89434683,1027.1604,4.926419,0.000863013,2.0529418,11.99763
3389.0725,33.60281,57.98971,3.9298022,0.92285943,36719.004,18.866753,0.77237,1347.3445,1.3880196,-0.007853913,5.6144404,12.602823
2145.8977,7.170369,85.60114,3.9305985,2.0876117,103362.83,6.593125,8.637545,1058.5394,6.447285,-0.004123214,7.7225933,12.221063
3272.5972,10.07239,77.144005,-0.077168144,10.476332,121992.48,3.831283,7.1402144,1561.7213,6.4373093,-0.014043081,2.217731,12.979884
2655.4717,2.626994,87.509125,6.918691,-0.034436002,65758.62,8.828286,5.5455523,1278.2042,3.6812124,-0.001930538,5.5856705,11.605096
2335.3528,6.88095,87.02344,4.491833,1.339508,48708.656,11.826956,0.8214303,995.58374,4.9403915,-0.002676311,1.9079509,12.028048
2636.702,2.0673788,87.68296,6.8995886,0.003242714,65894.28,8.725028,5.569176,1261.9226,3.684108,-0.003216761,5.5723457,11.603159
3302.4048,10.387066,76.262245,-0.031741776,10.229396,119973.07,4.051946,7.013829,1569.4839,6.408599,-0.010832238,2.349554,12.907742
2644.0637,2.3610418,87.51006,7.0074134,-0.012359398,65488.79,8.823207,5.5104804,1268.7493,3.6695368,-0.004803675,5.510605,11.613893
4642.546,53.41359,37.36661,4.612823,0.9131484,38387.504,26.406458,1.2397484,1631.8622,2.9880345,-0.001685667,10.689644,12.969669
3276.7732,9.530356,77.35792,-0.06561724,10.506069,122671.09,3.7040305,7.151527,1557.5792,6.397611,-0.008703324,2.2066116,12.972828
3275.9907,9.921119,76.451775,0.42999586,10.320866,120894.28,4.2193084,7.1103106,1550.1721,6.5123563,-0.004120487,2.4208574,12.925043
2120.5625,6.341258,87.44098,3.897961,2.2109597,104345.195,6.1348853,8.612579,1051.8668,6.2801213,-0.013568359,7.502133,12.265786
2332.103,6.782838,87.20803,4.5428586,1.2994578,47987.383,11.778038,0.73687613,997.17505,4.8428936,-0.00778285,1.8567462,12.028477
4625.7217,53.608997,37.42879,4.437921,0.950758,37905.28,26.428852,1.1936988,1628.6039,2.9538016,-0.002652961,10.681105,12.976552
4658.98,52.858624,38.427258,4.417807,0.9952042,37671.95,26.454082,1.096152,1623.7552,2.9197884,0.001786363,10.653468,12.967843
2314.7268,7.4250326,84.9091,3.5453808,3.2784724,105723.71,6.2657113,8.437911,1135.5977,6.444718,-0.00483832,7.0509396,12.333165
2334.2168,17.778671,73.59536,3.6040738,0.89340353,35872.598,12.740043,0.467075,1114.1287,0.18939832,-0.000707152,1.7406707,12.319494
4629.935,51.889957,39.470284,4.4140744,1.0169523,38299.195,26.173065,1.1656803,1628.1118,2.920358,0.005766851,10.561966,12.953951
2270.1514,17.941013,73.76993,3.4229376,0.7632973,34531.883,12.71772,0.31990445,1080.7236,-0.10583827,-0.006533849,1.5412841,12.365168
4636.537,52.220768,38.802944,4.623368,1.0365222,37826.246,26.07964,1.1327146,1624.9702,3.0165398,0.002468613,10.60438,12.941202
4641.322,53.638905,37.789463,4.4689784,0.9803097,37664.22,26.592499,1.1440142,1617.3922,2.8806143,0.004571197,10.730382,12.994882
2332.7207,6.8272467,87.25104,4.480431,1.388861,48653.695,11.702417,0.8023039,985.2512,4.9296994,-0.002589363,1.9391985,12.025344
2287.967,6.5569983,87.51374,4.3528237,1.2929885,48464.438,11.672559,0.8048426,975.9264,4.869786,-0.003067437,1.8558517,12.041893
2264.4336,17.868961,73.686424,3.400697,0.75774074,35058.957,12.738225,0.33650982,1085.4819,-0.010768862,-0.005688953,1.5464964,12.347195
2173.8354,6.518154,86.01848,4.233582,1.7763696,99234.56,6.770083,8.297002,1081.3082,6.114123,-0.008171204,7.4754643,12.162611
2298.8845,17.741896,73.811455,3.563574,0.8744228,35372.88,12.77598,0.38753235,1099.3339,0.07815793,-0.002708617,1.6367035,12.336233
4610.777,53.105103,38.753334,4.4108176,1.0472834,38491.004,26.36164,1.2487627,1619.2051,2.920435,0.007569444,10.692692,13.002525
4643.231,52.57438,38.959885,4.4866233,1.0162799,37657.33,26.182537,1.111339,1614.2703,2.9216657,-0.000995013,10.650789,12.96597
3087.8997,9.416213,78.74326,0.5563224,9.123169,120254.66,4.1303134,7.358278,1470.6018,6.4504776,-0.010259542,3.111239,12.853667
4663.1514,53.680298,37.979023,4.2980647,0.9379873,37230.75,26.703375,1.01394,1603.5837,2.847807,-0.000908124,10.769153,13.011974
2622.1084,2.4675977,87.755356,6.8171825,-0.036400095,65491.734,8.735244,5.498327,1263.4928,3.646828,-0.000702786,5.51775,11.601753
2341.6719,7.091939,87.02502,4.3966737,1.3713608,48297.69,11.761395,0.80577385,999.65356,4.8814616,-0.002568903,1.9728761,12.023978
2661.0593,2.6404788,87.140625,6.985851,0.009165509,65932.32,8.812568,5.542892,1269.9147,3.6997316,-0.001723903,5.5616655,11.600857
2363.4443,6.82388,86.7788,4.566643,1.3949101,49046.703,11.816101,0.8956951,1011.0255,4.939866,0.000249622,1.9645205,12.0138645
2128.273,7.0086946,85.909515,3.882395,2.0883124,103521.32,6.5381064,8.6534605,1056.8778,6.4497976,-0.004103023,7.7161055,12.235238
3320.6692,10.539037,76.074524,-0.05797831,10.496413,121068.25,4.120684,7.018897,1580.346,6.479257,-0.012085664,2.2589126,12.949885
2305.2756,6.7083635,87.41476,4.3917184,1.3943336,48402.81,11.657018,0.77446973,985.63403,4.8967786,-0.007250699,1.8159962,12.037697
3954.4934,40.778084,50.434185,4.2348495,1.1001978,37768.363,21.946352,0.95178974,1483.3041,2.2075596,0.001219791,7.734509,12.715617
2652.577,2.4198616,87.48977,7.07731,-0.019012706,65633.89,8.77398,5.5508385,1278.8671,3.6643298,-0.001957807,5.5458503,11.600712
2615.7317,1.9674833,87.75479,6.886988,-0.050772443,65663.61,8.692697,5.589454,1251.0573,3.6358578,-0.004663694,5.5581756,11.60482
4619.0483,52.72433,38.560047,4.445581,0.9490423,38351.133,26.235052,1.2471668,1629.4126,2.9526024,0.003060904,10.614005,12.961004
2295.9353,17.949686,73.531944,3.4629214,0.79054785,35369.086,12.793197,0.4126755,1093.6626,0.04739001,-0.004603106,1.6381612,12.333254
2665.5598,2.5579965,87.0602,6.9904103,0.041699156,65876.89,8.800154,5.564477,1274.8198,3.6843317,-0.002677846,5.6201777,11.609687
2306.2354,17.755236,73.91511,3.5160544,0.8822639,35763.645,12.724806,0.40045464,1105.366,0.14906934,-0.001422989,1.7011824,12.338818
2137.6191,7.0926085,86.09672,3.6775944,1.9170673,103556.02,6.320802,8.643758,1054.8423,6.4121556,-0.006504136,7.689826,12.232364
2640.6333,2.3093631,87.16868,6.99261,-0.011869686,65762.92,8.904224,5.5249066,1264.9945,3.6768458,-0.002104136,5.569183,11.599263
4648.0923,52.405632,39.195457,4.456266,0.9369807,37662.207,26.434278,1.1524092,1624.3583,2.9237869,-0.002833801,10.653259,12.965928
3340.4204,10.044355,75.779175,0.13894399,10.517919,120632.586,4.086653,7.0436683,1581.4979,6.5131435,0.002177429,2.2813053,12.934784
3276.0205,10.175123,77.04802,-0.13108031,10.5051565,121708.67,3.8825765,7.109828,1566.7793,6.4584413,-0.016297938,2.174796,12.984721
2318.2085,6.994585,87.00796,4.453604,1.3464618,48642.637,11.820886,0.86121404,997.115,4.8636937,0.000238163,1.9571548,12.030356
2328.0037,17.563875,73.77368,3.6624653,0.86106443,36009.543,12.730712,0.45935547,1116.4496,0.1621156,-0.004113632,1.7189517,12.317294
3223.4678,9.312824,77.46544,0.53682834,9.986102,120056.69,4.241957,7.2013817,1524.5204,6.45058,-0.002114418,2.7214937,12.888329
2344.8376,18.73428,72.83469,3.332369,0.8775675,35580.664,13.064506,0.423442,1114.6642,0.1729851,-0.004185232,1.8202477,12.358305
2637.2266,7.921419,82.11151,1.7156948,6.2255354,114034.94,4.9986463,8.017299,1273.729,6.510599,-0.01033144,5.0365067,12.631147
2282.5051,17.78942,73.69994,3.4329646,0.8290355,35291.07,12.7669935,0.40603364,1091.8602,0.062471893,-0.003796401,1.6112056,12.326662
2365.8945,7.2526026,86.73592,4.3185325,1.4676867,48568.27,11.746417,0.8788663,1021.7593,4.8946266,0.002543372,2.0322604,12.009563
2383.5823,7.227463,86.74549,4.415872,1.4067471,48744.86,11.775006,0.8899516,1025.4894,4.8991632,-0.000901151,2.0456328,12.009509
2379.0984,7.2879457,86.53226,4.5795236,1.4205973,48512.23,11.856609,0.89154875,1017.3789,4.9246936,0.003471089,2.061854,12.004363
2123.7358,6.9382315,85.91062,3.7881577,2.0983481,103535.19,6.3700004,8.653457,1046.8329,6.403632,-0.005267116,7.690861,12.221393
2413.5789,3.9927175,87.11601,5.744041,0.76190376,81393.65,7.909698,6.871295,1178.6895,4.7940335,-0.003497127,6.535281,11.842481
3071.659,9.020899,78.57888,1.0783714,8.839098,118193.43,4.502361,7.388511,1459.252,6.458434,-0.003917146,3.3551662,12.820165
2328.1665,7.098748,87.1173,4.248717,1.3545151,48353.473,11.631618,0.75477016,990.47437,4.920374,-0.005030233,1.8395233,12.030856
3131.327,9.109999,78.23486,0.70457965,9.345817,118993.29,4.2975106,7.3287487,1484.6263,6.481452,-0.000599491,3.0951433,12.849681
2631.049,2.704582,87.071014,6.4940977,0.16963886,68377.87,8.653418,5.7340426,1275.0035,3.8933158,-0.003944087,5.7652693,11.63845
3298.8574,10.280794,76.91542,0.22351392,10.314664,120456.28,4.088675,7.0831914,1568.3269,6.4300227,-0.010312739,2.3643188,12.933586
2296.0505,17.567863,73.67544,3.3556302,0.8647988,35361.43,12.657176,0.34464037,1093.9397,0.070409805,-0.003533262,1.5960217,12.329347
2122.44,7.0899334,85.81099,4.103764,2.0774012,103606.305,6.605561,8.67467,1049.7787,6.4322395,-0.004421997,7.7586007,12.22548
2624.061,2.4014947,87.78501,6.953179,-0.06917168,65355.19,8.756943,5.5095205,1265.7024,3.6494277,-0.003181028,5.5719876,11.601314
2445.55,5.2887506,87.43844,5.336536,0.8247483,54637.684,10.684866,2.4819336,1102.3241,4.5222864,-0.001232761,3.269685,11.866752
2122.2466,7.061475,86.046036,3.800588,2.1282136,103934.22,6.4501452,8.690916,1062.0322,6.4568844,-0.004386517,7.733222,12.246611
2277.613,6.6355515,85.62026,4.4267993,1.8280284,95872.94,7.0906653,7.9211006,1128.564,5.893353,-0.006347838,7.266929,12.111202
2305.5203,17.959984,73.46443,3.527325,0.78521013,35747.11,12.745405,0.43096268,1104.0541,0.11987451,-0.002780306,1.64958,12.336002
2674.8125,2.3783996,86.960846,6.9598217,0.1284592,65869.875,8.88172,5.5480747,1278.1781,3.7222471,0.002480698,5.6193714,11.591276
2324.8293,16.62923,74.465904,3.566869,0.7636235,37418.23,12.59399,0.6704587,1107.442,0.2708545,-0.002354103,1.8142314,12.286235
2116.1135,7.082369,85.83148,3.8186762,2.026561,103639.75,6.466603,8.689204,1045.4734,6.444227,-0.005775171,7.7551985,12.228361
2421.578,5.5406847,87.287796,5.042437,0.8817787,53829.76,10.801447,2.2431564,1086.7223,4.539032,-0.002127263,3.0778155,11.903766
2164.92,7.284727,85.61332,4.084432,2.125604,102953.37,6.727473,8.593178,1075.7466,6.424763,-0.005575913,7.719147,12.218376
2564.6643,4.0528927,86.45719,6.006386,0.70737433,75285.77,8.32998,6.2067766,1242.3004,4.3993244,-0.002327892,6.1129966,11.759937
2338.2136,7.0864573,87.07629,4.3939185,1.4124649,48136.332,11.688919,0.79322207,997.547,4.8870616,-0.003788459,1.9234209,12.031959
2312.6523,6.7997293,87.47226,4.15572,1.3590105,48013.56,11.683224,0.732859,991.47595,4.887431,-0.006842705,1.7933912,12.038564
2678.7332,2.9806154,87.073746,6.7385063,0.3502228,66983.35,8.850279,5.6422377,1305.7701,3.7329533,0.000298915,5.6324472,11.626016
2338.8564,6.9289837,87.061,4.497256,1.4013803,48408.387,11.800954,0.804397,1001.37085,4.9259295,-0.001394394,1.9170318,12.018114
2124.858,7.2147675,85.76012,3.8922913,2.0862703,103644.266,6.525807,8.68231,1056.859,6.451211,-0.003647613,7.7856207,12.231152
2314.7952,6.938176,87.402534,4.25452,1.3598046,48084.207,11.717653,0.74209225,988.6046,4.8661385,-0.005633908,1.8621473,12.040808
2313.095,7.017558,87.173164,4.5214562,1.3470187,48366.324,11.778591,0.7791437,982.0065,4.8857613,-0.00395498,1.9223213,12.02758
2281.207,6.8862696,87.6664,4.2897153,1.342124,48185.242,11.663565,0.705521,964.3428,4.8744216,-0.008458885,1.8235354,12.049061
2314.773,17.528433,73.83472,3.5486681,0.8581331,35977.734,12.73576,0.43835032,1110.2383,0.19950679,-0.002124163,1.6704097,12.309272
3288.8638,10.121219,76.71488,-0.085961975,10.4304695,121639.484,3.9042974,7.1264014,1566.6215,6.411471,-0.012458119,2.3005247,12.963706
2621.7363,2.234845,87.703674,6.8241153,0.020818932,66433.47,8.642438,5.636771,1263.0695,3.667752,-0.003319281,5.5906754,11.5996065
3098.0056,29.488583,61.984234,3.8258288,0.8783722,36202.656,17.232857,0.70003045,1280.0732,1.084928,-0.004401731,4.6532736,12.520359
2230.4116,7.453636,84.987045,4.1067204,2.0700724,101709.336,6.8286557,8.461375,1092.6157,6.3854556,-0.002570453,7.668498,12.19823
2028.2145,6.6503468,86.78855,3.440903,1.9112785,105540.03,6.2084565,8.884951,1018.17114,6.499685,-0.010046589,7.7935915,12.261351
2635.0881,2.3376577,87.60549,6.905966,0.004037602,65796.31,8.743662,5.5644393,1263.4297,3.6481118,-0.002746034,5.5384445,11.603369
2156.7363,7.157818,85.818115,3.8025658,2.0878947,103066.36,6.492641,8.583465,1060.7428,6.4189672,-0.004652965,7.6875772,12.225344
2339.6035,7.1839724,86.94057,4.4738126,1.4013066,48549.25,11.79661,0.8770975,1002.6255,4.9108567,0.000773114,2.0388532,12.009951
2350.3193,7.05171,86.88772,4.3127713,1.4152317,48456.492,11.663448,0.8300921,1010.0228,4.904494,-0.002892527,1.9372134,12.016259
2710.1985,8.361014,81.31135,1.9957412,6.2228236,112523.74,5.273476,7.8669815,1303.5953,6.4810424,-0.007380429,5.0247197,12.592532
2274.7124,8.380378,85.712425,4.0863175,1.1317682,45530.633,12.047923,0.62247574,970.37854,4.0620837,-0.004940274,1.7281418,12.116926
2334.662,15.741466,76.11298,3.838095,0.96137524,38414.938,12.599714,0.5252992,1074.1427,1.1137009,-0.003420728,1.6921539,12.2635145
2662.54,2.7592485,87.45219,6.6538286,0.06714557,66018.055,8.639625,5.532411,1296.482,3.6438682,-0.004293936,5.604736,11.609293
3256.526,9.952507,77.21567,0.14336236,10.437299,121863.51,3.8621774,7.176014,1553.5962,6.447542,-0.014768261,2.2868624,12.957733
2608.791,1.772435,88.35445,6.9261117,0.011022789,66566.02,8.686938,5.6401057,1263.9213,3.7203438,-0.004346284,5.6083617,11.605627
2327.2776,6.803176,87.23559,4.4552054,1.4165065,48485.29,11.648548,0.8158034,995.5443,4.9152393,-0.005125511,1.9034038,12.023025
2362.01,7.1354685,86.67904,4.2965207,1.4535208,48278.543,11.782242,0.85397184,1020.542,4.892158,0.00486919,2.031159,12.0036125
2442.7678,15.261427,76.41207,4.096084,1.1439345,40193.71,12.48068,0.7991165,1179.7858,1.3211946,0.010227081,2.225047,12.234689
2197.397,7.260847,85.296555,4.0644717,2.1038039,101936.695,6.7147136,8.495525,1075.2228,6.3491607,-0.002704176,7.646819,12.200935
3297.107,9.983271,76.762405,0.2369674,10.348745,120959.89,4.039167,7.098124,1568.6233,6.4344225,-0.006047892,2.3208618,12.933431
3240.0837,9.337212,77.77053,0.3727449,10.288881,121686.94,3.898147,7.2078843,1535.2878,6.4416604,-0.004436913,2.5193148,12.930497
4610.047,52.953354,38.11161,4.4745765,1.0465741,38006.848,26.238651,1.1732761,1625.8676,2.9369905,0.000814539,10.596078,12.96247
2138.8936,7.412507,85.88707,4.026379,2.1893542,104126.15,6.443542,8.637689,1053.8619,6.448776,-0.00664987,7.7219176,12.247649
2644.12,2.5347936,87.65092,6.8464274,-0.043181196,65794.1,8.7093935,5.5257273,1269.0463,3.6829448,-0.005340892,5.5818834,11.603979
3314.0798,10.583646,76.28181,-0.30894914,10.494488,120989.59,3.9794097,7.01903,1584.5872,6.4584374,-0.01624121,2.238965,12.948827
3321.9707,10.507127,76.35951,-0.088453926,10.387979,120121.92,4.0810504,7.0166264,1587.7705,6.4264274,-0.01579717,2.2972755,12.932903
2631.59,2.027292,87.44896,6.7966967,0.049962744,65103.67,8.782662,5.478509,1276.2102,3.6729243,0.002443832,5.5352397,11.615202
